time,flow,temp,salt,TRC_tr1,TRC_age,OXY_oxy
2002-05-30,0,18.21,0.48535,1,0,300
2002-05-31,0,18.00,0.48365,1,0,300
2002-06-01,0,18.00,0.48291,1,0,300
2002-06-02,0,17.93,0.48122,1,0,300
2002-06-03,0.086724537,17.79,0.47954,1,0,300
2002-06-04,1.040694444,17.43,0.47786,1,0,300
2002-06-05,0,16.64,0.47619,1,0,300
2002-06-06,0,16.07,0.47453,1,0,300
2002-06-07,0,15.36,0.47287,1,0,300
2002-06-08,0,14.86,0.47123,1,0,300
2002-06-09,0,15.00,0.46959,1,0,300
2002-06-10,0,15.29,0.46796,1,0,300
2002-06-11,0,15.43,0.46634,1,0,300
2002-06-12,0,15.36,0.46473,1,0,300
2002-06-13,0,16.14,0.46313,1,0,300
2002-06-14,0,16.71,0.46155,1,0,300
2002-06-15,0,16.93,0.45997,1,0,300
2002-06-16,0,17.00,0.45841,1,0,300
2002-06-17,0,16.86,0.45686,1,0,300
2002-06-18,0,16.50,0.45532,1,0,300
2002-06-19,0,16.36,0.45380,1,0,300
2002-06-20,0,15.43,0.45229,1,0,300
2002-06-21,0,15.07,0.45080,1,0,300
2002-06-22,0,15.07,0.44932,1,0,300
2002-06-23,0,14.43,0.44785,1,0,300
2002-06-24,0,14.93,0.44640,1,0,300
2002-06-25,0,15.07,0.44497,1,0,300
2002-06-26,0,15.71,0.44355,1,0,300
2002-06-27,0,16.14,0.44215,1,0,300
2002-06-28,0,16.14,0.44077,1,0,300
2002-06-29,0.260173611,16.07,0.43941,1,0,300
2002-06-30,0,16.50,0.43806,1,0,300
2002-07-01,0,16.29,0.43615,1,0,300
2002-07-02,0,16.79,0.43485,1,0,300
2002-07-03,0,16.36,0.43357,1,0,300
2002-07-04,0,15.43,0.43231,1,0,300
2002-07-05,0,15.79,0.43107,1,0,300
2002-07-06,0,15.79,0.42985,1,0,300
2002-07-07,0,15.57,0.42866,1,0,300
2002-07-08,0,15.36,0.42748,1,0,300
2002-07-09,0,14.86,0.42632,1,0,300
2002-07-10,0,14.57,0.42519,1,0,300
2002-07-11,0,14.93,0.42408,1,0,300
2002-07-12,0,14.50,0.42299,1,0,300
2002-07-13,0,14.57,0.42193,1,0,300
2002-07-14,0,14.71,0.42089,1,0,300
2002-07-15,0,15.00,0.41987,1,0,300
2002-07-16,0,15.21,0.41888,1,0,300
2002-07-17,0,15.57,0.41791,1,0,300
2002-07-18,0,16.64,0.41696,1,0,300
2002-07-19,0.650434028,16.93,0.41604,1,0,300
2002-07-20,0,16.79,0.41515,1,0,300
2002-07-21,0,16.86,0.41428,1,0,300
2002-07-22,0,16.50,0.41343,1,0,300
2002-07-23,0,16.43,0.41262,1,0,300
2002-07-24,0,16.29,0.41182,1,0,300
2002-07-25,0,16.29,0.41106,1,0,300
2002-07-26,0,16.14,0.41032,1,0,300
2002-07-27,0,15.93,0.40961,1,0,300
2002-07-28,0,15.86,0.40892,1,0,300
2002-07-29,0,15.64,0.40827,1,0,300
2002-07-30,0,15.36,0.40764,1,0,300
2002-07-31,0,15.29,0.40703,1,0,300
2002-08-01,0,14.43,0.40678,1,0,300
2002-08-02,0,14.21,0.40622,1,0,300
2002-08-03,0,14.21,0.40568,1,0,300
2002-08-04,0,14.29,0.40518,1,0,300
2002-08-05,0,14.64,0.40470,1,0,300
2002-08-06,0,14.86,0.40425,1,0,300
2002-08-07,0,15.14,0.40383,1,0,300
2002-08-08,0,15.00,0.40344,1,0,300
2002-08-09,0.693796296,14.50,0.40307,1,0,300
2002-08-10,0,14.36,0.40274,1,0,300
2002-08-11,0,13.79,0.40243,1,0,300
2002-08-12,0,12.86,0.40216,1,0,300
2002-08-13,0,12.79,0.40191,1,0,300
2002-08-14,0,12.43,0.40169,1,0,300
2002-08-15,0,12.57,0.40151,1,0,300
2002-08-16,0,13.07,0.40135,1,0,300
2002-08-17,0,13.14,0.40122,1,0,300
2002-08-18,0,13.50,0.40112,1,0,300
2002-08-19,0,14.00,0.40105,1,0,300
2002-08-20,0,13.64,0.40101,1,0,300
2002-08-21,0,13.71,0.40100,1,0,300
2002-08-22,0,14.07,0.40102,1,0,300
2002-08-23,0,14.29,0.40107,1,0,300
2002-08-24,0,14.64,0.40115,1,0,300
2002-08-25,0,14.43,0.40125,1,0,300
2002-08-26,0,14.36,0.40139,1,0,300
2002-08-27,0,14.50,0.40156,1,0,300
2002-08-28,0,14.86,0.40175,1,0,300
2002-08-29,0,14.79,0.40198,1,0,300
2002-08-30,0,14.64,0.40223,1,0,300
2002-08-31,0,14.43,0.40252,1,0,300
2002-09-01,0,14.86,0.40265,1,0,300
2002-09-02,0,15.14,0.40298,1,0,300
2002-09-03,0,15.29,0.40333,1,0,300
2002-09-04,0,15.14,0.40372,1,0,300
2002-09-05,0,15.00,0.40413,1,0,300
2002-09-06,0,15.00,0.40457,1,0,300
2002-09-07,0,14.86,0.40504,1,0,300
2002-09-08,0,14.71,0.40554,1,0,300
2002-09-09,0,15.00,0.40607,1,0,300
2002-09-10,0,15.43,0.40662,1,0,300
2002-09-11,0,15.86,0.40720,1,0,300
2002-09-12,0,16.21,0.40781,1,0,300
2002-09-13,0,15.71,0.40845,1,0,300
2002-09-14,0,15.36,0.40912,1,0,300
2002-09-15,0,15.00,0.40981,1,0,300
2002-09-16,0,14.57,0.41053,1,0,300
2002-09-17,0,14.29,0.41127,1,0,300
2002-09-18,0,14.07,0.41205,1,0,300
2002-09-19,0,13.79,0.41285,1,0,300
2002-09-20,0,14.64,0.41367,1,0,300
2002-09-21,0,15.21,0.41452,1,0,300
2002-09-22,0,15.43,0.41540,1,0,300
2002-09-23,0,15.21,0.41630,1,0,300
2002-09-24,0,15.14,0.41723,1,0,300
2002-09-25,0,14.79,0.41818,1,0,300
2002-09-26,0,15.00,0.41916,1,0,300
2002-09-27,0,15.21,0.42016,1,0,300
2002-09-28,0,15.29,0.42118,1,0,300
2002-09-29,0,15.21,0.42223,1,0,300
2002-09-30,0,15.21,0.42330,1,0,300
2002-10-01,0,15.36,0.42488,1,0,300
2002-10-02,0,16.21,0.42601,1,0,300
2002-10-03,0,15.93,0.42716,1,0,300
2002-10-04,0,15.21,0.42833,1,0,300
2002-10-05,0,14.93,0.42952,1,0,300
2002-10-06,0,15.14,0.43074,1,0,300
2002-10-07,0,15.36,0.43197,1,0,300
2002-10-08,0,15.36,0.43323,1,0,300
2002-10-09,0,14.93,0.43450,1,0,300
2002-10-10,0,14.79,0.43579,1,0,300
2002-10-11,0,14.79,0.43711,1,0,300
2002-10-12,0,15.21,0.43844,1,0,300
2002-10-13,0,15.43,0.43979,1,0,300
2002-10-14,0,16.29,0.44116,1,0,300
2002-10-15,0,16.79,0.44255,1,0,300
2002-10-16,0,16.71,0.44395,1,0,300
2002-10-17,0,17.14,0.44537,1,0,300
2002-10-18,0,17.50,0.44681,1,0,300
2002-10-19,0,17.50,0.44827,1,0,300
2002-10-20,0,17.93,0.44974,1,0,300
2002-10-21,0,17.93,0.45122,1,0,300
2002-10-22,0,17.64,0.45272,1,0,300
2002-10-23,0,17.86,0.45423,1,0,300
2002-10-24,0,18.29,0.45576,1,0,300
2002-10-25,0,18.57,0.45730,1,0,300
2002-10-26,0,18.71,0.45885,1,0,300
2002-10-27,0,18.21,0.46042,1,0,300
2002-10-28,0,17.79,0.46200,1,0,300
2002-10-29,0,17.71,0.46359,1,0,300
2002-10-30,0,17.71,0.46519,1,0,300
2002-10-31,0,17.21,0.46680,1,0,300
2002-11-01,0.026017361,17.00,0.46751,1,0,300
2002-11-02,0,17.07,0.46914,1,0,300
2002-11-03,0,17.43,0.47077,1,0,300
2002-11-04,0,17.43,0.47242,1,0,300
2002-11-05,0,17.64,0.47407,1,0,300
2002-11-06,0,17.71,0.47573,1,0,300
2002-11-07,0,18.36,0.47740,1,0,300
2002-11-08,0,19.00,0.47907,1,0,300
2002-11-09,0,19.21,0.48076,1,0,300
2002-11-10,0,18.86,0.48244,1,0,300
2002-11-11,0,19.21,0.48414,1,0,300
2002-11-12,0,20.29,0.48583,1,0,300
2002-11-13,0,20.93,0.48754,1,0,300
2002-11-14,0,20.50,0.48924,1,0,300
2002-11-15,0,19.93,0.49095,1,0,300
2002-11-16,0,19.71,0.49267,1,0,300
2002-11-17,0,20.07,0.49438,1,0,300
2002-11-18,0,20.21,0.49610,1,0,300
2002-11-19,0,20.21,0.49782,1,0,300
2002-11-20,0,20.21,0.49954,1,0,300
2002-11-21,0,20.36,0.50126,1,0,300
2002-11-22,0,20.29,0.50298,1,0,300
2002-11-23,0,20.29,0.50470,1,0,300
2002-11-24,0,20.50,0.50642,1,0,300
2002-11-25,0,20.43,0.50813,1,0,300
2002-11-26,0,19.50,0.50985,1,0,300
2002-11-27,0,18.93,0.51156,1,0,300
2002-11-28,0,19.00,0.51327,1,0,300
2002-11-29,0,18.93,0.51497,1,0,300
2002-11-30,0,18.50,0.51668,1,0,300
2002-12-01,0,17.93,0.51912,1,0,300
2002-12-02,0,17.64,0.52081,1,0,300
2002-12-03,0,18.36,0.52249,1,0,300
2002-12-04,0,19.07,0.52417,1,0,300
2002-12-05,0,19.14,0.52584,1,0,300
2002-12-06,0,19.71,0.52750,1,0,300
2002-12-07,0,20.71,0.52915,1,0,300
2002-12-08,0,22.07,0.53080,1,0,300
2002-12-09,0,23.36,0.53244,1,0,300
2002-12-10,0,23.79,0.53407,1,0,300
2002-12-11,0,23.36,0.53568,1,0,300
2002-12-12,0,23.29,0.53729,1,0,300
2002-12-13,0,23.29,0.53889,1,0,300
2002-12-14,0,23.21,0.54048,1,0,300
2002-12-15,0,22.57,0.54205,1,0,300
2002-12-16,0,22.07,0.54361,1,0,300
2002-12-17,0,22.36,0.54516,1,0,300
2002-12-18,0,22.86,0.54670,1,0,300
2002-12-19,0,23.64,0.54822,1,0,300
2002-12-20,0,24.64,0.54973,1,0,300
2002-12-21,0,26.00,0.55123,1,0,300
2002-12-22,0,27.43,0.55271,1,0,300
2002-12-23,0,27.93,0.55417,1,0,300
2002-12-24,0,27.36,0.55562,1,0,300
2002-12-25,0,27.36,0.55705,1,0,300
2002-12-26,0,27.14,0.55847,1,0,300
2002-12-27,0,26.07,0.55987,1,0,300
2002-12-28,0,24.21,0.56125,1,0,300
2002-12-29,0,22.64,0.56261,1,0,300
2002-12-30,0,22.07,0.56396,1,0,300
2002-12-31,0,21.93,0.56529,1,0,300
2003-01-01,0,22.50,0.56583,1,0,300
2003-01-02,0,22.43,0.56713,1,0,300
2003-01-03,0,22.57,0.56841,1,0,300
2003-01-04,0,23.00,0.56967,1,0,300
2003-01-05,0,23.57,0.57091,1,0,300
2003-01-06,0,23.64,0.57213,1,0,300
2003-01-07,0,24.29,0.57333,1,0,300
2003-01-08,0,23.93,0.57450,1,0,300
2003-01-09,0,23.79,0.57566,1,0,300
2003-01-10,0,23.57,0.57679,1,0,300
2003-01-11,0,23.43,0.57790,1,0,300
2003-01-12,0,23.14,0.57899,1,0,300
2003-01-13,0,23.36,0.58006,1,0,300
2003-01-14,0,22.64,0.58110,1,0,300
2003-01-15,0,22.14,0.58212,1,0,300
2003-01-16,0,22.21,0.58311,1,0,300
2003-01-17,0,22.64,0.58408,1,0,300
2003-01-18,0,22.93,0.58502,1,0,300
2003-01-19,0,23.50,0.58595,1,0,300
2003-01-20,0,22.79,0.58684,1,0,300
2003-01-21,0,22.57,0.58771,1,0,300
2003-01-22,0,22.21,0.58855,1,0,300
2003-01-23,0,21.86,0.58937,1,0,300
2003-01-24,0,22.14,0.59016,1,0,300
2003-01-25,0,22.57,0.59093,1,0,300
2003-01-26,0,22.21,0.59167,1,0,300
2003-01-27,0,22.00,0.59238,1,0,300
2003-01-28,0,21.57,0.59307,1,0,300
2003-01-29,0,22.07,0.59372,1,0,300
2003-01-30,0,22.93,0.59435,1,0,300
2003-01-31,0,22.43,0.59496,1,0,300
2003-02-01,0,21.50,0.59521,1,0,300
2003-02-02,0,20.86,0.59578,1,0,300
2003-02-03,0,21.14,0.59631,1,0,300
2003-02-04,0,21.50,0.59682,1,0,300
2003-02-05,0,21.64,0.59730,1,0,300
2003-02-06,0,22.14,0.59775,1,0,300
2003-02-07,0,23.57,0.59817,1,0,300
2003-02-08,0,24.29,0.59856,1,0,300
2003-02-09,0,24.71,0.59892,1,0,300
2003-02-10,0,24.86,0.59926,1,0,300
2003-02-11,0,25.21,0.59956,1,0,300
2003-02-12,0,25.21,0.59984,1,0,300
2003-02-13,0,24.29,0.60008,1,0,300
2003-02-14,0,23.14,0.60030,1,0,300
2003-02-15,0,23.00,0.60049,1,0,300
2003-02-16,0,23.00,0.60065,1,0,300
2003-02-17,0.86724537,23.14,0.60078,1,0,300
2003-02-18,0,23.00,0.60088,1,0,300
2003-02-19,0,22.86,0.60095,1,0,300
2003-02-20,0,22.93,0.60099,1,0,300
2003-02-21,0,22.50,0.60100,1,0,300
2003-02-22,0,22.50,0.60098,1,0,300
2003-02-23,0,22.57,0.60093,1,0,300
2003-02-24,0,22.64,0.60086,1,0,300
2003-02-25,0,22.64,0.60075,1,0,300
2003-02-26,0,22.57,0.60061,1,0,300
2003-02-27,0,22.64,0.60044,1,0,300
2003-02-28,0,23.36,0.60025,1,0,300
2003-03-01,0,23.57,0.59935,1,0,300
2003-03-02,0,23.86,0.59903,1,0,300
2003-03-03,0,24.14,0.59867,1,0,300
2003-03-04,0,24.21,0.59829,1,0,300
2003-03-05,0,25.17,0.59788,1,0,300
2003-03-06,0,26.34,0.59744,1,0,300
2003-03-07,0,27.31,0.59697,1,0,300
2003-03-08,0,28.30,0.59647,1,0,300
2003-03-09,0,28.59,0.59594,1,0,300
2003-03-10,0,28.11,0.59539,1,0,300
2003-03-11,0,28.12,0.59481,1,0,300
2003-03-12,0,27.38,0.59420,1,0,300
2003-03-13,0,25.79,0.59356,1,0,300
2003-03-14,0,24.50,0.59289,1,0,300
2003-03-15,0,23.01,0.59220,1,0,300
2003-03-16,0,21.89,0.59148,1,0,300
2003-03-17,0,21.65,0.59074,1,0,300
2003-03-18,0,21.65,0.58996,1,0,300
2003-03-19,0,21.83,0.58917,1,0,300
2003-03-20,0,22.22,0.58834,1,0,300
2003-03-21,0,22.18,0.58749,1,0,300
2003-03-22,0,21.86,0.58661,1,0,300
2003-03-23,0,21.83,0.58571,1,0,300
2003-03-24,0,21.82,0.58479,1,0,300
2003-03-25,0,21.39,0.58383,1,0,300
2003-03-26,0,20.84,0.58286,1,0,300
2003-03-27,0,20.46,0.58186,1,0,300
2003-03-28,0,20.40,0.58083,1,0,300
2003-03-29,0,20.49,0.57979,1,0,300
2003-03-30,0.953969907,20.74,0.57872,1,0,300
2003-03-31,0,21.12,0.57762,1,0,300
2003-04-01,0,21.69,0.57713,1,0,300
2003-04-02,0,22.31,0.57601,1,0,300
2003-04-03,0,22.66,0.57486,1,0,300
2003-04-04,0,22.53,0.57369,1,0,300
2003-04-05,0,22.59,0.57250,1,0,300
2003-04-06,0,22.47,0.57128,1,0,300
2003-04-07,0,22.31,0.57005,1,0,300
2003-04-08,0,21.72,0.56879,1,0,300
2003-04-09,0,20.91,0.56752,1,0,300
2003-04-10,0,19.75,0.56622,1,0,300
2003-04-11,0,18.98,0.56491,1,0,300
2003-04-12,0.130086806,18.71,0.56358,1,0,300
2003-04-13,0,18.76,0.56223,1,0,300
2003-04-14,0,18.81,0.56086,1,0,300
2003-04-15,0,18.75,0.55947,1,0,300
2003-04-16,0,18.57,0.55807,1,0,300
2003-04-17,0,19.41,0.55665,1,0,300
2003-04-18,0,20.39,0.55521,1,0,300
2003-04-19,0,20.96,0.55376,1,0,300
2003-04-20,0,21.78,0.55229,1,0,300
2003-04-21,0,21.76,0.55080,1,0,300
2003-04-22,0,21.58,0.54930,1,0,300
2003-04-23,0,21.54,0.54779,1,0,300
2003-04-24,0,21.21,0.54626,1,0,300
2003-04-25,0,20.27,0.54472,1,0,300
2003-04-26,0,19.49,0.54317,1,0,300
2003-04-27,0,18.36,0.54160,1,0,300
2003-04-28,0,18.14,0.54002,1,0,300
2003-04-29,0,18.98,0.53844,1,0,300
2003-04-30,0,19.49,0.53683,1,0,300
2003-05-01,0,19.80,0.53451,1,0,300
2003-05-02,0,20.34,0.53289,1,0,300
2003-05-03,0,21.32,0.53125,1,0,300
2003-05-04,0,22.05,0.52961,1,0,300
2003-05-05,0,22.08,0.52795,1,0,300
2003-05-06,0,21.24,0.52629,1,0,300
2003-05-07,0,20.60,0.52463,1,0,300
2003-05-08,0,20.08,0.52295,1,0,300
2003-05-09,0,20.19,0.52127,1,0,300
2003-05-10,0,19.53,0.51958,1,0,300
2003-05-11,0,18.88,0.51789,1,0,300
2003-05-12,0,18.88,0.51619,1,0,300
2003-05-13,0,18.82,0.51449,1,0,300
2003-05-14,0,18.68,0.51278,1,0,300
2003-05-15,0,18.55,0.51107,1,0,300
2003-05-16,0,17.87,0.50936,1,0,300
2003-05-17,0.268846065,17.36,0.50764,1,0,300
2003-05-18,0,17.29,0.50593,1,0,300
2003-05-19,0,17.04,0.50421,1,0,300
2003-05-20,0,16.96,0.50249,1,0,300
2003-05-21,0,17.03,0.50077,1,0,300
2003-05-22,0,17.04,0.49905,1,0,300
2003-05-23,0,17.30,0.49733,1,0,300
2003-05-24,0,18.17,0.49561,1,0,300
2003-05-25,0,18.49,0.49389,1,0,300
2003-05-26,0,18.21,0.49218,1,0,300
2003-05-27,0,18.16,0.49047,1,0,300
2003-05-28,0,18.34,0.48876,1,0,300
2003-05-29,0,17.94,0.48705,1,0,300
2003-05-30,0,17.64,0.48535,1,0,300
2003-05-31,0,16.80,0.48365,1,0,300
2003-06-01,0,16.17,0.48291,1,0,300
2003-06-02,0.251501157,15.93,0.48122,1,0,300
2003-06-03,0,15.64,0.47954,1,0,300
2003-06-04,0,15.11,0.47786,1,0,300
2003-06-05,0,15.14,0.47619,1,0,300
2003-06-06,0,15.09,0.47453,1,0,300
2003-06-07,0,14.96,0.47287,1,0,300
2003-06-08,0,14.92,0.47123,1,0,300
2003-06-09,0,14.68,0.46959,1,0,300
2003-06-10,0,14.14,0.46796,1,0,300
2003-06-11,0,13.89,0.46634,1,0,300
2003-06-12,0,13.83,0.46473,1,0,300
2003-06-13,0,13.65,0.46313,1,0,300
2003-06-14,0,13.78,0.46155,1,0,300
2003-06-15,0,14.01,0.45997,1,0,300
2003-06-16,0,14.41,0.45841,1,0,300
2003-06-17,0,14.90,0.45686,1,0,300
2003-06-18,0,15.02,0.45532,1,0,300
2003-06-19,0,15.36,0.45380,1,0,300
2003-06-20,0,15.77,0.45229,1,0,300
2003-06-21,0,16.11,0.45080,1,0,300
2003-06-22,0,16.28,0.44932,1,0,300
2003-06-23,0,16.64,0.44785,1,0,300
2003-06-24,0,16.81,0.44640,1,0,300
2003-06-25,0,17.09,0.44497,1,0,300
2003-06-26,0,16.99,0.44355,1,0,300
2003-06-27,0.130086806,16.69,0.44215,1,0,300
2003-06-28,0,16.27,0.44077,1,0,300
2003-06-29,0,15.71,0.43941,1,0,300
2003-06-30,0.147431713,15.21,0.43806,1,0,300
2003-07-01,0,15.24,0.43615,1,0,300
